4206,A81001
20558,A81002
3616,A81003
7980,A81004
7974,A81005
12259,A81006
9701,A81007
4331,A81008
9383,A81009
10539,A81011
4926,A81012
5608,A81013
3929,A81014
3152,A81015
9340,A81016
21023,A81017
5438,A81018
10223,A81019
7877,A81020
13277,A81021
10490,A81022
7170,A81023
4279,A81025
13910,A81026
12388,A81027
6564,A81029
10970,A81030
12744,A81031
10472,A81032
3844,A81033
20656,A81034
11121,A81035
16906,A81036
7797,A81037
3489,A81038
8496,A81039
8318,A81040
9546,A81041
6041,A81042
7977,A81043
15051,A81044
7363,A81045
12983,A81046
6134,A81047
5162,A81048
5350,A81049
7307,A81051
7440,A81052
6877,A81053
8356,A81054
2605,A81056
7886,A81057
7402,A81058
5338,A81060
5840,A81063
6215,A81064
3004,A81065
4137,A81066
9660,A81067
1785,A81069
1772,A81070
2587,A81602
2356,A81605
1640,A81608
1277,A81609
8045,A81610
4778,A81611
2777,A81612
3510,A81613
6989,A81618
1035,A81620
2260,A81621
5237,A81622
1391,A81623
3457,A81629
957,A81630
6044,A81631
818,A81632
628,A81633
1274,A81634
10610,A82003
2318,A82004
5475,A82005
5037,A82006
9894,A82007
11526,A82008
8673,A82009
6834,A82010
2900,A82011
15110,A82012
6675,A82013
4406,A82014
5964,A82015
14839,A82016
13391,A82017
11466,A82018
8246,A82019
14156,A82020
7591,A82021
5427,A82022
3790,A82023
5687,A82024
8931,A82025
15841,A82026
11672,A82027
6143,A82028
3330,A82029
6152,A82030
2814,A82031
13449,A82032
8521,A82033
6715,A82034
15966,A82035
9332,A82036
4219,A82037
4255,A82038
7589,A82039
2998,A82040
10999,A82041
0,A82042
22197,A82044
7745,A82045
5845,A82046
9275,A82047
6716,A82048
5230,A82049
7131,A82050
6888,A82052
4620,A82053
4949,A82055
6676,A82057
4033,A82058
1974,A82060
4799,A82062
2196,A82063
4932,A82064
3398,A82065
3970,A82068
6215,A82070
4360,A82071
4556,A82072
2658,A82074
6216,A82075
5382,A82077
2694,A82607
3511,A82608
988,A82613
2661,A82614
2280,A82617
1666,A82619
738,A82620
1711,A82621
526,A82622
5497,A82623
1205,A82625
2034,A82629
2652,A82631
1003,A82632
2284,A82635
2128,A82641
1159,A82642
1702,A82645
3637,A82646
2169,A82647
0,A82649
1652,A82650
3457,A82651
4396,A82654
9790,A83001
9018,A83003
3889,A83004
11231,A83005
7429,A83006
9205,A83007
5917,A83008
9152,A83009
15232,A83010
24778,A83011
15927,A83012
10456,A83013
8323,A83014
10078,A83015
12078,A83016
7787,A83017
19947,A83018
5022,A83019
13579,A83020
13117,A83021
23279,A83022
6663,A83023
6015,A83024
13702,A83025
9449,A83026
5919,A83027
10192,A83028
4757,A83029
11479,A83030
9878,A83031
2416,A83032
8524,A83033
9956,A83034
7259,A83035
11511,A83036
14289,A83037
5672,A83038
11695,A83040
7554,A83041
5437,A83042
2809,A83043
7125,A83044
15180,A83045
10336,A83046
13775,A83047
5448,A83048
12013,A83049
11214,A83050
9947,A83051
8938,A83052
15480,A83054
3567,A83055
5560,A83057
2994,A83060
3257,A83061
8443,A83066
2087,A83068
5699,A83070
5108,A83071
3782,A83072
4984,A83073
10933,A83074
4683,A83075
2336,A83076
2635,A83603
2635,A83610
2494,A83616
2884,A83617
3392,A83618
2772,A83619
1642,A83622
1954,A83626
3595,A83627
2409,A83630
2963,A83632
2730,A83634
3371,A83635
5353,A83636
1912,A83637
1444,A83638
3501,A83639
4519,A83641
3253,A83644
5387,A84002
13365,A84003
10719,A84005
9059,A84006
11234,A84007
4530,A84008
13652,A84009
6791,A84011
6671,A84013
10474,A84014
2186,A84015
6634,A84016
6801,A84018
8724,A84020
9626,A84021
11407,A84022
8794,A84024
5616,A84025
9537,A84026
3296,A84027
19228,A84028
2955,A84029
9056,A84030
9074,A84031
2506,A84032
6038,A84033
5717,A84034
5896,A84035
16951,A84036
5739,A84037
5667,A84038
4953,A84039
3746,A84040
1813,A84042
16914,A84043
6468,A84044
3351,A84045
5577,A84047
8889,A84048
1796,A84604
1647,A84609
801,A84613
1953,A84614
2180,A84618
3589,A84619
7120,A85001
5083,A85002
7058,A85003
11105,A85004
10650,A85005
9295,A85006
8577,A85007
14425,A85008
7290,A85009
10771,A85010
8102,A85011
4399,A85012
3387,A85013
7394,A85014
2059,A85015
7457,A85016
6068,A85017
5291,A85018
10546,A85019
16389,A85020
1755,A85021
4892,A85023
2841,A85024
3966,A85025
4386,A85026
1520,A85601
2375,A85605
1819,A85609
5414,A85611
3740,A85614
2576,A85616
3158,A85617
3490,A85620
26972,A86003
14816,A86004
5542,A86005
5005,A86006
2666,A86007
11502,A86008
5922,A86009
8886,A86010
11376,A86011
9089,A86012
7078,A86013
8682,A86015
9071,A86016
9661,A86017
12348,A86018
5041,A86020
9070,A86021
7633,A86022
8147,A86023
6001,A86024
12236,A86025
6458,A86026
9106,A86027
3871,A86028
11066,A86029
10228,A86030
7620,A86031
3953,A86033
2465,A86035
7913,A86036
7387,A86037
5359,A86038
5785,A86040
5031,A86041
7982,A86601
7757,A87002
12386,A87003
16477,A87004
11964,A87005
6221,A87006
11518,A87007
7121,A87008
14810,A87009
6605,A87011
7038,A87012
9954,A87013
4050,A87014
6033,A87015
9862,A87016
5402,A87017
6098,A87019
8716,A87020
5057,A87022
5937,A87023
6909,A87027
4930,A87029
4821,A87030
4581,A87600
5236,A87612
4635,A87615
3082,A88001
12696,A88002
11693,A88003
8985,A88004
4547,A88005
8729,A88006
9127,A88007
6299,A88008
6529,A88009
3291,A88010
2690,A88011
6104,A88012
12061,A88013
2652,A88014
4049,A88015
7461,A88016
2018,A88020
7589,A88022
5130,A88023
1794,A88024
5303,A88025
2385,A88601
2998,A88603
4300,A88608
2778,A88611
4165,A88613
2146,A88614
0,A88615
14426,A89001
3224,A89002
5772,A89003
11978,A89004
5783,A89005
6378,A89006
9884,A89007
5318,A89008
6842,A89009
12238,A89010
3869,A89011
4915,A89012
5490,A89013
1830,A89014
9369,A89015
7509,A89016
12975,A89017
5006,A89018
9787,A89019
8206,A89020
8949,A89021
5325,A89022
7601,A89023
5653,A89024
4709,A89025
3218,A89026
6326,A89027
6748,A89028
2102,A89029
6844,A89030
5361,A89031
5329,A89032
3850,A89034
5223,A89035
2283,A89036
4722,A89038
2229,A89040
4814,A89041
6291,A89042
2227,A89603
3533,A89604
3095,A89610
2326,A89611
2169,A89612
3902,A89614
1981,A89616
2102,A89617
2003,A89618
2790,A89620
2987,A89621
2571,A89623
2293,A89624
1147,A89625
3769,B81002
12894,B81003
12178,B81004
16917,B81005
9252,B81006
9840,B81007
14723,B81008
8690,B81009
13558,B81010
8490,B81011
5225,B81012
9652,B81013
7305,B81014
15898,B81015
9228,B81016
7104,B81017
6494,B81018
3043,B81019
7396,B81020
7752,B81021
15294,B81022
6157,B81023
6588,B81024
12383,B81025
17353,B81026
5946,B81027
10069,B81029
10352,B81030
14609,B81031
2215,B81032
10906,B81034
6121,B81035
15332,B81036
15068,B81037
7645,B81038
15297,B81039
16594,B81040
6229,B81041
11773,B81042
14560,B81043
5694,B81044
12312,B81045
9147,B81046
7466,B81047
8694,B81048
9179,B81049
11533,B81050
10757,B81051
5664,B81052
10823,B81053
10258,B81054
2963,B81055
14071,B81056
3123,B81057
8505,B81058
8951,B81060
20169,B81061
12124,B81062
6520,B81063
8768,B81064
12304,B81065
2382,B81066
14726,B81068
10066,B81069
5659,B81070
7561,B81072
3396,B81074
2073,B81075
10067,B81077
2117,B81080
3595,B81081
5981,B81082
138,B81083
8410,B81084
5268,B81085
7175,B81087
7076,B81088
3579,B81089
4153,B81090
5584,B81091
10519,B81092
1629,B81094
4244,B81095
149,B81096
1631,B81097
4139,B81098
5648,B81099
2485,B81100
5843,B81101
2198,B81102
6720,B81104
4460,B81108
12350,B81109
3406,B81112
5736,B81113
4793,B81118
4402,B81119
1718,B81120
2708,B81121
2455,B81602
4769,B81603
3813,B81606
2511,B81616
3817,B81617
4262,B81619
2694,B81620
4142,B81622
2849,B81628
2900,B81630
3499,B81631
2954,B81634
2986,B81635
2247,B81642
2263,B81644
2321,B81645
2436,B81647
1195,B81648
4435,B81653
2411,B81655
4886,B81656
1548,B81658
123,B81662
2251,B81663
1889,B81664
1939,B81665
2392,B81666
221,B81671
2289,B81674
8679,B81675
4923,B81677
2150,B81679
5529,B81682
1843,B81683
2337,B81685
3006,B81686
1990,B81688
2346,B81689
1574,B81690
1718,B81692
2584,B81693
2690,B81697
10643,B82001
6880,B82002
6269,B82003
10346,B82004
40556,B82005
5038,B82006
9234,B82007
9233,B82008
7132,B82010
4893,B82011
13110,B82012
15457,B82013
6963,B82014
6669,B82016
14634,B82017
5952,B82018
2673,B82019
12225,B82020
7650,B82021
5474,B82022
6310,B82023
7679,B82024
19317,B82025
19668,B82026
10178,B82027
13898,B82028
3266,B82029
5483,B82030
8456,B82031
9998,B82032
10080,B82033
6153,B82034
3412,B82035
6683,B82036
8715,B82037
7864,B82038
15297,B82041
8004,B82042
6254,B82043
9453,B82044
4375,B82045
2653,B82046
18400,B82047
6935,B82048
7306,B82049
19472,B82050
11092,B82051
11577,B82053
12271,B82054
13092,B82055
5935,B82056
5642,B82057
6940,B82058
11983,B82059
10978,B82060
7445,B82061
2225,B82062
7761,B82063
3290,B82064
9197,B82066
6239,B82067
3156,B82068
7971,B82069
7045,B82071
5812,B82072
9664,B82073
15077,B82074
10044,B82075
4856,B82076
5958,B82077
5792,B82078
3325,B82079
17444,B82080
7102,B82081
6369,B82082
16083,B82083
2291,B82086
4933,B82088
6113,B82091
3948,B82092
4125,B82095
10817,B82097
13358,B82098
4127,B82099
4271,B82100
5085,B82101
2025,B82103
6087,B82104
8148,B82105
3320,B82106
3861,B82609
4157,B82611
1115,B82619
1556,B82622
3818,B82627
4090,B82628
921,B82629
188,B82639
4626,B83002
7721,B83005
10644,B83006
6816,B83007
11151,B83008
11020,B83009
10691,B83010
5553,B83011
5587,B83012
10858,B83013
11950,B83014
8109,B83015
5428,B83016
7839,B83017
11705,B83018
6546,B83019
7165,B83020
12631,B83021
9084,B83022
9864,B83023
3701,B83025
4626,B83026
9310,B83027
10907,B83028
8684,B83029
8402,B83030
2970,B83031
3725,B83032
13203,B83033
6011,B83034
8157,B83035
9869,B83037
9768,B83038
12070,B83039
10470,B83040
6735,B83041
6476,B83042
4664,B83043
7133,B83044
6936,B83045
3506,B83049
7488,B83050
9713,B83051
8595,B83052
4956,B83054
22015,B83055
6473,B83056
6317,B83058
3153,B83061
8062,B83062
8084,B83063
9135,B83064
7062,B83067
1814,B83069
4002,B83070
3673,B83071
7480,B83602
2579,B83604
2276,B83611
3462,B83613
4767,B83614
1815,B83617
2929,B83620
2842,B83621
4611,B83622
13064,B83624
5930,B83626
3364,B83627
4369,B83628
2382,B83629
3467,B83631
4183,B83638
7585,B83641
2397,B83642
1005,B83647
7705,B83653
1415,B83657
2602,B83658
2495,B83659
5169,B83660
2980,B83661
1745,B83700
11290,B84001
6014,B84002
8522,B84003
18903,B84004
10150,B84005
13450,B84006
9572,B84007
13445,B84008
11040,B84009
10927,B84010
12455,B84011
9292,B84012
9086,B84013
4714,B84014
7963,B84016
2491,B84017
8109,B84019
7444,B84021
3873,B84610
2902,B84612
7339,B84613
2317,B84614
2511,B84615
9071,B84618
3587,B84623
2085,B84625
7323,B85001
3692,B85002
4450,B85004
6248,B85005
13195,B85006
4472,B85008
5485,B85009
6228,B85010
6353,B85011
9463,B85012
10068,B85014
9216,B85015
8543,B85016
8649,B85018
17352,B85019
6372,B85020
7606,B85021
8027,B85022
6096,B85023
9308,B85024
10860,B85025
7758,B85026
9483,B85027
16934,B85028
7206,B85030
7474,B85031
6128,B85032
4466,B85033
6908,B85036
6407,B85037
5644,B85038
4316,B85040
14046,B85041
8442,B85042
2337,B85044
3083,B85048
7887,B85051
4558,B85054
6131,B85055
2312,B85058
4065,B85059
2909,B85060
9177,B85061
9195,B85062
5083,B85606
7612,B85610
3402,B85611
3420,B85612
4666,B85614
2668,B85619
2137,B85620
1960,B85621
3891,B85622
2248,B85623
2175,B85625
1862,B85628
2551,B85629
2540,B85634
3835,B85636
4584,B85638
3556,B85640
4568,B85641
2563,B85644
2979,B85645
5786,B85646
2471,B85650
7193,B85652
2440,B85655
0,B85658
1188,B85659
5225,B85660
2559,B86001
11339,B86002
13309,B86003
7627,B86004
4368,B86005
13289,B86006
8136,B86007
8659,B86008
6284,B86009
8863,B86010
6837,B86011
14671,B86012
12930,B86013
10790,B86014
14452,B86015
15986,B86016
9013,B86017
7264,B86018
9413,B86019
9184,B86020
9582,B86022
4197,B86023
9332,B86024
9552,B86025
3128,B86026
3489,B86028
5411,B86029
8674,B86030
2420,B86031
11599,B86032
10886,B86033
6559,B86034
7506,B86035
11512,B86036
1896,B86037
11353,B86038
5938,B86039
6416,B86041
13100,B86042
7402,B86043
22916,B86044
7204,B86046
7608,B86047
12859,B86048
7254,B86049
17123,B86050
6413,B86051
10187,B86052
5861,B86054
5893,B86055
6197,B86056
15932,B86057
4651,B86058
12619,B86059
8950,B86060
3059,B86061
8969,B86062
15989,B86064
4199,B86065
12248,B86066
16159,B86067
5309,B86068
12839,B86069
4152,B86070
7806,B86071
4946,B86074
11305,B86075
6481,B86077
11025,B86081
6619,B86086
5359,B86089
1923,B86090
4489,B86092
5261,B86093
4519,B86094
2971,B86095
5951,B86096
5584,B86100
3371,B86101
